:			-	-	-	-	-	-	
			A	B	C	D	E	F	
Black	Dot	1288	0.01969	0.42013	4.23432	2.94		-0.3066946746593	
Black	Dot	1289	0.01866	0.4179	3.92849	2.85		-0.395880867326602	
Black	Dot	1290	0.01747	0.41541	3.62698	2.92		-0.325067059993904	
Black	Dot	1291	0.01639	0.41269	3.31737	3.03		-0.214253252661207	
Black	Dot	1292	0.01523	0.40984	3.00847	2.96		-0.283439445328509	
Black	Dot	1293	0.01404	0.4069	2.69114	2.92		-0.322625637995812	
Black	Dot	1294	0.01286	0.40396	2.37009	2.95		-0.291811830663114	
Black	Dot	1295	0.0117	0.40109	2.04862	2.88		-0.360998023330417	
Black	Dot	1296	0.0105	0.39836	1.70797	2.87		-0.370184215997719	
Black	Dot	1297	0.00935	0.39584	1.36859	2.99		-0.249370408665021	
Black	Dot	1298	0.00817	0.39362	1.01141	3.02		-0.218556601332324	
Black	Dot	1299	0.00709	0.39174	0.63735	2.99		-0.247742793999626	
Black	Dot	1300	0.00598	0.39027	0.23855	2.9		-0.336928986666929	
Black	Dot	1301	0.00494	0.38927	6.07885	2.85		-0.386115179334231	
Black	Dot	1302	0.0041	0.38875	5.58602	2.75		-0.485301372001534	
Black	Dot	1303	0.00342	0.38875	4.99247	2.76		-0.474487564668836	
Black	Dot	1304	0.00314	0.38925	4.29957	3.06		-0.173673757336138	
Black	Dot	1305	0.00326	0.39024	3.62209	3.06		-0.172859950003441	
Black	Dot	1306	0.00394	0.39167	3.0043	3.06		-0.172046142670743	
Black	Dot	1307	0.00477	0.39349	2.48112	2.89		-0.341232335338046	
Black	Dot	1308	0.00578	0.39564	2.03157	2.88		-0.350418528005348	
Black	Dot	1309	0.00694	0.39803	1.62902	3.03		-0.199604720672651	
Black	Dot	1310	0.00808	0.4006	1.26173	3.02		-0.208790913339953	
Black	Dot	1311	0.00937	0.40325	0.90287	3.03		-0.197977106007256	
Black	Dot	1312	0.01056	0.40592	0.5693	3.07		-0.157163298674558	
Black	Dot	1313	0.01185	0.40855	0.24322	3.07		-0.15634949134186	
Black	Dot	1314	0.01316	0.41105	6.20671	3.08		-0.145535684009163	
Black	Dot	1315	0.01438	0.41338	5.89519	3.21		-0.0147218766764652	
Black	Dot	1316	0.01568	0.41549	5.58555	3.15		-0.0739080693437677	
Black	Dot	1317	0.01698	0.41733	5.28435	3.3		0.0769057379889298	
Black	Dot	1318	0.01822	0.41887	4.98001	3.21		-0.0122804546783725	
Black	Dot	1319	0.01948	0.42007	4.68128	3.26		0.0385333526543249	
Black	Dot	1320	0.02072	0.42092	4.38554	3.39		0.169347159987023	
Black	Dot	1321	0.02198	0.42141	4.08556	3.59		0.37016096731972	
Black	Dot	1322	0.02319	0.42152	3.791	3.45		0.230974774652418	
Black	Dot	1323	0.02437	0.42127	3.49527	3.31		0.0917885819851155	
Black	Dot	1324	0.02565	0.42067	3.19825	3.1		-0.117397610682187	
Black	Dot	1325	0.02679	0.41976	2.9026	3.28		0.0634161966505103	
Black	Dot	1326	0.028	0.41857	2.60578	3.12		-0.0957699960167918	
Black	Dot	1327	0.0292	0.41715	2.30857	2.96		-0.254956188684094	
Black	Dot	1328	0.03036	0.41554	2.01137	2.86		-0.354142381351397	
Black	Dot	1329	0.03157	0.41379	1.71093	3.06		-0.153328574018699	
Black	Dot	1330	0.03271	0.41195	1.41475	3.11		-0.102514766686002	
Black	Dot	1331	0.03393	0.41008	1.11356	3.03		-0.181700959353304	
Black	Dot	1332	0.03506	0.4082	0.81309	2.98		-0.230887152020606	
Black	Dot	1333	0.03621	0.40637	0.51386	3.09		-0.120073344687909	
Black	Dot	1334	0.03735	0.40462	0.21179	3.28		0.0707404626447885	
Black	Dot	1335	0.03847	0.40299	6.19403	3.4		0.191554269977486	
Black	Dot	1336	0.0395	0.40151	5.89133	3.35		0.142368077310184	
Black	Dot	1337	0.04059	0.4002	5.58938	3.35		0.143181884642881	
Black	Dot	1338	0.04161	0.3991	5.28639	3.32		0.113995691975579	
Black	Dot	1339	0.04255	0.39822	4.98226	3.31		0.104809499308277	
Black	Dot	1340	0.04351	0.39758	4.67947	3.31		0.105623306640974	
Black	Dot	1341	0.04444	0.39719	4.37514	3.14		-0.0635628860263282	
Black	Dot	1342	0.04528	0.39704	4.06984	3.12		-0.0827490786936307	
Black	Dot	1343	0.04613	0.39713	3.76672	3.01		-0.191935271360933	
Black	Dot	1344	0.0469	0.39745	3.4611	3.02		-0.181121464028236	
Black	Dot	1345	0.04773	0.39797	3.15684	2.98		-0.220307656695538	
Black	Dot	1346	0.04842	0.39869	2.8521	2.98		-0.219493849362841	
Black	Dot	1347	0.04911	0.39957	2.54856	3.06		-0.138680042030143	
Black	Dot	1348	0.04987	0.40059	2.24448	3.04		-0.157866234697445	
Black	Dot	1349	0.05042	0.40172	1.94101	2.93		-0.267052427364748	
Black	Dot	1350	0.0511	0.40295	1.63872	2.99		-0.20623862003205	
Black	Dot	1351	0.05163	0.40425	1.33724	3.01		-0.185424812699353	
Black	Dot	1352	0.05215	0.4056	1.03476	3.09		-0.104611005366655	
Black	Dot	1353	0.05265	0.40697	0.73449	3.16		-0.0337971980339574	
Black	Dot	1354	0.05305	0.40834	0.43472	3.2		0.00701660929874025	
Black	Dot	1355	0.05349	0.4097	0.13465	3.1		-0.0921695833685623	
Black	Dot	1356	0.05378	0.41101	6.11947	2.98		-0.211355776035865	
Black	Dot	1357	0.05403	0.41224	5.82079	2.83		-0.360541968703167	
Black	Dot	1358	0.05434	0.41337	5.52362	2.74		-0.449728161370469	
Black	Dot	1359	0.05443	0.41438	5.22598	2.8		-0.388914354037772	
Black	Dot	1360	0.05454	0.41524	4.92908	2.9		-0.288100546705075	
Black	Dot	1361	0.05462	0.41593	4.6332	2.93		-0.257286739372377	
Black	Dot	1362	0.05457	0.41643	4.33609	2.99		-0.196472932039679	
Black	Dot	1363	0.05453	0.41673	4.04015	3.03		-0.155659124706982	
Black	Dot	1364	0.05434	0.41682	3.74439	3		-0.184845317374284	
Black	Dot	1365	0.05421	0.41669	3.44753	2.82		-0.364031510041587	
Black	Dot	1366	0.05395	0.41634	3.15074	2.96		-0.223217702708889	
Black	Dot	1367	0.05362	0.41576	2.8553	2.98		-0.202403895376192	
Black	Dot	1368	0.05335	0.41496	2.55747	2.94		-0.241590088043494	
Black	Dot	1369	0.0529	0.41395	2.26081	3.05		-0.130776280710797	
Black	Dot	1370	0.0525	0.41272	1.96324	3.14		-0.0399624733780987	
Black	Dot	1371	0.052	0.4113	1.66605	3.16		-0.0191486660454011	
Black	Dot	1372	0.05147	0.40971	1.3683	3.1		-0.0783348587127036	
Black	Dot	1373	0.05085	0.40799	1.06871	2.91		-0.267521051380006	
Black	Dot	1374	0.05022	0.40616	0.77092	2.74		-0.436707244047308	
Black	Dot	1375	0.04952	0.40429	0.4711	2.76		-0.415893436714611	
Black	Dot	1376	0.04877	0.4024	0.17043	2.77		-0.405079629381913	
Black	Dot	1377	0.04792	0.40058	6.15368	2.78		-0.394265822049216	
Black	Dot	1378	0.04707	0.39887	5.85209	2.84		-0.333452014716518	
Black	Dot	1379	0.04616	0.39732	5.55014	2.86		-0.312638207383821	
Black	Dot	1380	0.04513	0.39599	5.24817	2.91		-0.261824400051123	
Black	Dot	1381	0.04411	0.39491	4.94479	2.81		-0.361010592718425	
Black	Dot	1382	0.04307	0.39413	4.64264	2.93		-0.240196785385728	
Black	Dot	1383	0.04189	0.39367	4.33771	2.87		-0.29938297805303	
Black	Dot	1384	0.04076	0.39357	4.03601	2.89		-0.278569170720333	
Black	Dot	1385	0.03957	0.39383	3.73239	2.96		-0.207755363387635	
Black	Dot	1386	0.03834	0.39446	3.42935	2.9		-0.266941556054938	
Black	Dot	1387	0.03712	0.39546	3.12897	2.89		-0.27612774872224	
Black	Dot	1388	0.03579	0.39682	2.82862	2.97		-0.195313941389542	
Black	Dot	1389	0.03457	0.3985	2.52933	2.98		-0.184500134056845	
Black	Dot	1390	0.03319	0.40047	2.23267	2.71		-0.453686326724147	
Black	Dot	1391	0.03185	0.40268	1.93748	2.6		-0.56287251939145	
Black	Dot	1392	0.03055	0.40507	1.64618	2.76		-0.402058712058752	
Black	Dot	1393	0.02912	0.40757	1.35459	3		-0.161244904726055	
Black	Dot	1394	0.02774	0.41011	1.06846	3.03		-0.130431097393357	
Black	Dot	1395	0.02637	0.41261	0.78684	3.06		-0.0996172900606595	
Black	Dot	1396	0.02491	0.41501	0.50394	2.84		-0.318803482727962	
Black	Dot	1397	0.0235	0.41723	0.2299	2.84		-0.317989675395265	
Black	Dot	1398	0.02202	0.41922	6.24102	2.88		-0.277175868062567	
Black	Dot	1399	0.02059	0.42092	5.97276	2.94		-0.216362060729869	
Black	Dot	1400	0.01912	0.4223	5.71077	3.12		-0.0355482533971716	
Black	Dot	1401	0.01762	0.42332	5.45412	3.15		-0.00473444606447424	
Black	Dot	1402	0.01625	0.42395	5.20296	3.13		-0.0239206387317767	
Black	Dot	1403	0.01477	0.42418	4.9609	3.03		-0.123106831399079	
Black	Dot	1404	0.01341	0.42401	4.72835	2.88		-0.272293024066382	
Black	Dot	1405	0.01211	0.42342	4.50851	2.9		-0.251479216733684	
Black	Dot	1406	0.01087	0.42244	4.30601	3.05		-0.100665409400986	
Black	Dot	1407	0.00975	0.42106	4.1165	3.21		0.0601483979317112	
Black	Dot	1408	0.00878	0.41932	3.96771	3.29		0.140962205264409	
Black	Dot	1409	0.00803	0.41726	3.82899	3.11		-0.0382239874028937	
Black	Dot	1410	0.0075	0.41492	3.72198	3.15		0.00258981992980389	
Black	Dot	1411	0.00733	0.41235	3.64061	3.11		-0.0365963727374986	
Black	Dot	1412	0.00744	0.40963	3.54366	3.05		-0.0957825654048011	
Black	Dot	1413	0.00786	0.40683	3.43622	2.84		-0.304968758072103	
Black	Dot	1414	0.00854	0.40403	3.30903	2.81		-0.334154950739406	
Black	Dot	1415	0.00941	0.40131	3.1362	2.7		-0.443341143406708	
Black	Dot	1416	0.01043	0.39875	2.9506	3.07		-0.0725273360740108	
Black	Dot	1417	0.01151	0.39641	2.73789	3.19		0.0482864712586869	
Black	Dot	1418	0.01272	0.39436	2.50698	3.04		-0.100899721408615	
Black	Dot	1419	0.01396	0.39265	2.26313	3		-0.140085914075918	
Black	Dot	1420	0.01516	0.3913	2.01106	2.93		-0.20927210674322	
Black	Dot	1421	0.0165	0.39036	1.74854	2.87		-0.268458299410523	
Black	Dot	1422	0.01773	0.38983	1.48186	2.94		-0.197644492077825	
Black	Dot	1423	0.01899	0.38971	1.20725	3.15		0.0131693152548723	
Black	Dot	1424	0.02026	0.39002	0.93257	3.1		-0.03601687741243	
Black	Dot	1425	0.0215	0.39073	0.65251	2.99		-0.145203070079732	
Black	Dot	1426	0.0227	0.39182	0.36883	2.84		-0.294389262747035	
Black	Dot	1427	0.02391	0.39327	0.08756	2.71		-0.423575455414337	
Black	Dot	1428	0.02509	0.39502	6.0844	2.68		-0.45276164808164	
Black	Dot	1429	0.02626	0.39703	5.79734	2.85		-0.281947840748942	
Black	Dot	1430	0.02736	0.39925	5.51297	2.94		-0.191134033416245	
Black	Dot	1431	0.02852	0.4016	5.2244	2.68		-0.450320226083547	
Black	Dot	1432	0.02961	0.40402	4.93726	2.81		-0.319506418750849	
Black	Dot	1433	0.03069	0.40646	4.65107	2.8		-0.328692611418152	
Black	Dot	1434	0.03176	0.40885	4.36275	2.84		-0.287878804085454	
Black	Dot	1435	0.03285	0.41113	4.07751	2.95		-0.177064996752757	
Black	Dot	1436	0.03387	0.41327	3.78856	2.98		-0.146251189420059	
Black	Dot	1437	0.03493	0.41521	3.50411	3.15		0.0245626179126383	
Black	Dot	1438	0.03598	0.41695	3.21812	3.02		-0.104623574754664	
Black	Dot	1439	0.03696	0.41845	2.93091	2.94		-0.183809767421967	
Black	Dot	1440	0.03799	0.41969	2.64693	2.99		-0.132995960089269	
Black	Dot	1441	0.03894	0.42068	2.36155	3.05		-0.0721821527565715	
Black	Dot	1442	0.03994	0.42139	2.07586	3.02		-0.101368345423874	
Black	Dot	1443	0.0408	0.42184	1.79101	2.91		-0.210554538091176	
Black	Dot	1444	0.04169	0.42201	1.50569	2.87		-0.249740730758479	
Black	Dot	1445	0.04262	0.4219	1.21985	3.03		-0.0889269234257813	
Black	Dot	1446	0.04335	0.42153	0.93354	3.08		-0.0381131160930834	
Black	Dot	1447	0.04418	0.42089	0.64692	3.01		-0.107299308760386	
Black	Dot	1448	0.04495	0.42	0.36007	3.12		0.00351449857231174	
Black	Dot	1449	0.04563	0.41889	0.0708	3.07		-0.045671694094991	
Black	Dot	1450	0.04634	0.41757	6.06561	3.14		0.0251421132377069	
Black	Dot	1451	0.04695	0.41607	5.77558	2.96		-0.154044079429596	
Black	Dot	1452	0.04758	0.41441	5.48328	2.91		-0.203230272096898	
Black	Dot	1453	0.04818	0.41264	5.19148	3.08		-0.0324164647642004	
Black	Dot	1454	0.04866	0.41078	4.89738	3.12		0.00839734256849716	
Black	Dot	1455	0.04927	0.40887	4.60296	3		-0.110788850098805	
Black	Dot	1456	0.0497	0.40693	4.30574	2.87		-0.239975042766108	
Black	Dot	1457	0.05017	0.40499	4.00895	2.9		-0.20916123543341	
Black	Dot	1458	0.05066	0.40309	3.71094	2.98		-0.128347428100713	
Black	Dot	1459	0.05102	0.40126	3.41142	2.75		-0.357533620768015	
Black	Dot	1460	0.05143	0.39952	3.11069	2.95		-0.156719813435317	
Black	Dot	1461	0.05174	0.39791	2.81082	3.21		0.10409399389738	
Black	Dot	1462	0.05209	0.39647	2.50823	2.96		-0.145092198769922	
Black	Dot	1463	0.05231	0.39522	2.20563	2.97		-0.134278391437225	
Black	Dot	1464	0.0525	0.39421	1.9028	2.74		-0.363464584104527	
Black	Dot	1465	0.05271	0.39345	1.59825	2.84		-0.26265077677183	
Black	Dot	1466	0.05281	0.39298	1.29362	2.9		-0.201836969439132	
Black	Dot	1467	0.05283	0.39281	0.98883	2.78		-0.321023162106435	
Black	Dot	1468	0.05289	0.39295	0.68303	2.72		-0.380209354773737	
Black	Dot	1469	0.05283	0.39339	0.3777	2.94		-0.159395547441039	
Black	Dot	1470	0.05276	0.39414	0.07111	3.07		-0.028581740108342	
Black	Dot	1471	0.05259	0.39518	6.0492	2.89		-0.207767932775644	
Black	Dot	1472	0.05245	0.39649	5.74364	2.56		-0.536954125442947	
Black	Dot	1473	0.0522	0.39804	5.43659	2.8		-0.296140318110249	
Black	Dot	1474	0.05195	0.3998	5.13344	2.87		-0.225326510777551	
Black	Dot	1475	0.05163	0.40174	4.82787	2.83		-0.264512703444854	
Black	Dot	1476	0.0513	0.40382	4.52421	2.81		-0.283698896112156	
Black	Dot	1477	0.05089	0.40599	4.22119	2.76		-0.332885088779459	
Black	Dot	1478	0.05045	0.40821	3.9189	2.68		-0.412071281446761	
Black	Dot	1479	0.05002	0.41041	3.61823	2.71		-0.381257474114064	
Black	Dot	1480	0.04941	0.41255	3.31697	2.82		-0.270443666781366	
Black	Dot	1481	0.04887	0.41457	3.01758	2.83		-0.259629859448668	
Black	Dot	1482	0.04824	0.41642	2.71946	2.68		-0.408816052115971	
Black	Dot	1483	0.04754	0.41804	2.41996	2.79		-0.298002244783273	
Black	Dot	1484	0.04682	0.41941	2.12315	2.87		-0.217188437450576	
Black	Dot	1485	0.046	0.42047	1.8259	2.88		-0.206374630117878	
Black	Dot	1486	0.04522	0.42121	1.52791	2.94		-0.145560822785181	
Black	Dot	1487	0.0443	0.42161	1.23155	2.99		-0.0947470154524829	
Black	Dot	1488	0.04334	0.42165	0.93329	2.8		-0.283933208119786	
Black	Dot	1489	0.04243	0.42135	0.63615	2.91		-0.173119400787088	
Black	Dot	1490	0.04138	0.4207	0.33674	2.84		-0.242305593454391	
Black	Dot	1491	0.04032	0.41972	0.03759	3.08		-0.00149178612169279	
Black	Dot	1492	0.0393	0.41843	6.02196	3.21		0.129322021211005	
Black	Dot	1493	0.03814	0.41686	5.7183	3.22		0.140135828543702	
Black	Dot	1494	0.03704	0.41503	5.41751	3.14		0.0609496358764	
Black	Dot	1495	0.03586	0.41301	5.11371	2.97		-0.108236556790902	
Black	Dot	1496	0.0347	0.41082	4.80878	2.9		-0.177422749458205	
Black	Dot	1497	0.03351	0.40854	4.50186	2.86		-0.216608942125508	
Black	Dot	1498	0.03223	0.40623	4.19512	2.89		-0.18579513479281	
Black	Dot	1499	0.03106	0.40395	3.88603	2.93		-0.144981327460112	
Black	Dot	1500	0.02974	0.40177	3.57529	2.95		-0.124167520127415	
Black	Dot	1501	0.02844	0.39976	3.26293	3		-0.0733537127947172	
Black	Dot	1502	0.02716	0.39798	2.95059	2.95		-0.122539905462019	
Black	Dot	1503	0.02581	0.39648	2.63507	2.98		-0.091726098129322	
Black	Dot	1504	0.02446	0.39532	2.31802	3.03		-0.0409122907966246	
Black	Dot	1505	0.0231	0.3945	2.00174	3.17		0.099901516536073	
Black	Dot	1506	0.02171	0.39406	1.68234	3.29		0.220715323868771	
Black	Dot	1507	0.02035	0.39401	1.36027	3.25		0.181529131201468	
Black	Dot	1508	0.01888	0.39432	1.03965	3.19		0.122342938534166	
Black	Dot	1509	0.01754	0.39499	0.71414	3.09		0.0231567458668633	
Black	Dot	1510	0.01612	0.39599	0.38649	3.02		-0.046029446800439	
Black	Dot	1511	0.01471	0.39728	0.05704	3.11		0.0447843605322584	
Black	Dot	1512	0.01336	0.39882	6.00338	3.07		0.00559816786495595	
Black	Dot	1513	0.012	0.40057	5.66885	3		-0.0635880248023463	
Black	Dot	1514	0.01069	0.40248	5.31517	3.03		-0.032774217469649	
Black	Dot	1515	0.00938	0.40447	4.96537	2.98		-0.0819604101369512	
Black	Dot	1516	0.00814	0.40649	4.59667	2.97		-0.0911466028042534	
Black	Dot	1517	0.00699	0.40848	4.2015	3.04		-0.020332795471556	
Black	Dot	1518	0.00583	0.41038	3.78495	3.12		0.0604810118611416	
Black	Dot	1519	0.00485	0.41212	3.31595	3.22		0.161294819193839	
Black	Dot	1520	0.00412	0.41367	2.78296	3.26		0.202108626526536	
Black	Dot	1521	0.00361	0.41498	2.15211	3.15		0.0929224338592341	
Black	Dot	1522	0.00361	0.41603	1.50807	2.98		-0.0762637588080682	
Black	Dot	1523	0.00398	0.41679	0.88912	3.01		-0.0454499514753708	
Black	Dot	1524	0.00472	0.41727	0.35029	3.13		0.0753638558573268	
Black	Dot	1525	0.0056	0.41745	6.17133	3.19		0.136177663190024	
Black	Dot	1526	0.00654	0.41735	5.74815	3.15		0.096991470522722	
Black	Dot	1527	0.0076	0.41698	5.37461	2.99		-0.0621947221445801	
Black	Dot	1528	0.00865	0.41636	5.00806	2.9		-0.151380914811883	
Black	Dot	1529	0.00971	0.41551	4.66284	2.87		-0.180567107479185	
Black	Dot	1530	0.01076	0.41447	4.33058	2.96		-0.0897533001464877	
Black	Dot	1531	0.01177	0.41325	4.00034	3.2		0.15106050718621	
Black	Dot	1532	0.01285	0.41189	3.67979	3.19		0.141874314518907	
Black	Dot	1533	0.01375	0.41044	3.35849	3.1		0.0526881218516052	
Black	Dot	1534	0.01473	0.40891	3.04542	3.01		-0.0364980708156976	
Black	Dot	1535	0.01568	0.40737	2.72919	2.95		-0.0956842634829996	
Black	Dot	1536	0.01649	0.40584	2.41428	2.95		-0.094870456150302	
Black	Dot	1537	0.01739	0.40437	2.10342	2.88		-0.164056648817605	
Black	Dot	1538	0.01819	0.40301	1.79131	2.88		-0.163242841484907	
Black	Dot	1539	0.01899	0.40178	1.47591	2.92		-0.12242903415221	
Black	Dot	1540	0.01974	0.40071	1.16692	2.84		-0.201615226819512	
Black	Dot	1541	0.02046	0.39983	0.85398	2.75		-0.290801419486814	
Black	Dot	1542	0.0212	0.39914	0.5419	2.77		-0.269987612154117	
Black	Dot	1543	0.02184	0.39866	0.23021	3.3		0.260826195178581	
Black	Dot	1544	0.02248	0.39839	6.20176	3.32		0.281640002511278	
Black	Dot	1545	0.0232	0.39832	5.89196	3.21		0.172453809843976	
Black	Dot	1546	0.02373	0.39843	5.57998	3.07		0.0332676171766733	
Black	Dot	1547	0.02437	0.39873	5.27006	3.18		0.144081424509371	
Black	Dot	1548	0.02493	0.3992	4.96267	3.18		0.144895231842069	
Black	Dot	1549	0.02551	0.39982	4.65297	3.01		-0.024290960825234	
Black	Dot	1550	0.026	0.40059	4.34544	3.13		0.0965228465074637	
Black	Dot	1551	0.02646	0.40149	4.04078	3.1		0.0673366538401614	
Black	Dot	1552	0.02696	0.40251	3.73182	3.13		0.0981504611728588	
Black	Dot	1553	0.02734	0.40362	3.42774	3.1		0.0689642685055566	
Black	Dot	1554	0.02771	0.40481	3.12227	2.99		-0.0402219241617457	
Black	Dot	1555	0.02811	0.40606	2.81743	3.04		0.0105918831709516	
Black	Dot	1556	0.02839	0.40733	2.5126	3.22		0.191405690503649	
Black	Dot	1557	0.0287	0.4086	2.20858	3.25		0.222219497836347	
Black	Dot	1558	0.02897	0.40985	1.9053	3.26		0.233033305169044	
Black	Dot	1559	0.02918	0.41106	1.60179	3.23		0.203847112501742	
Black	Dot	1560	0.02944	0.4122	1.29669	3.25		0.224660919834439	
Black	Dot	1561	0.02956	0.41327	0.99529	3.2		0.175474727167137	
Black	Dot	1562	0.02978	0.41423	0.69137	3.05		0.0262885344998344	
Black	Dot	1563	0.0299	0.41507	0.38678	3		-0.0228976581674678	
Black	Dot	1564	0.02999	0.41579	0.08442	2.98		-0.0420838508347703	
Black	Dot	1565	0.03014	0.41636	6.06292	3.02		-0.00127004350207267	
Black	Dot	1566	0.03023	0.41677	5.76017	3.05		0.0295437638306247	
Black	Dot	1567	0.03027	0.41701	5.45463	2.93		-0.0896424288366774	
Black	Dot	1568	0.03034	0.41706	5.1519	2.87		-0.14882862150398	
Black	Dot	1569	0.03041	0.4169	4.84767	3		-0.0180148141712824	
Black	Dot	1570	0.03038	0.41653	4.5411	3.15		0.132798993161415	
Black	Dot	1571	0.0304	0.41594	4.23878	3.3		0.283612800494113	
Black	Dot	1572	0.03036	0.41514	3.93115	3.31		0.29442660782681	
Black	Dot	1573	0.03032	0.41412	3.62442	3.26		0.245240415159508	
Black	Dot	1574	0.03023	0.4129	3.31769	3.1		0.0860542224922055	
Black	Dot	1575	0.03012	0.41151	3.00779	2.95		-0.0631319701750968	
Black	Dot	1576	0.03005	0.40995	2.69796	2.96		-0.0523181628423995	
Black	Dot	1577	0.02987	0.40826	2.38543	2.85		-0.161504355509702	
Black	Dot	1578	0.02974	0.40648	2.07139	2.9		-0.110690548177004	
Black	Dot	1579	0.02957	0.40465	1.75811	3.03		0.0201232591556931	
Black	Dot	1580	0.0294	0.4028	1.43766	3		-0.00906293351160914	
Black	Dot	1581	0.02919	0.40098	1.12021	2.88		-0.128249126178912	
Black	Dot	1582	0.029	0.39923	0.80001	2.92		-0.0874353188462141	
Black	Dot	1583	0.02879	0.39761	0.47455	3.01		0.00337848848648335	
Black	Dot	1584	0.02857	0.39615	0.15142	3.19		0.184192295819181	
Black	Dot	1585	0.02832	0.39491	6.1063	3.07		0.0650061031518785	
Black	Dot	1586	0.02817	0.39393	5.7788	3.03		0.0258199104845761	
Black	Dot	1587	0.02789	0.39325	5.44769	2.96		-0.0433662821827262	
Black	Dot	1588	0.02767	0.3929	5.11641	2.84		-0.162552474850029	
Black	Dot	1589	0.02748	0.3929	4.78476	2.63		-0.371738667517331	
Black	Dot	1590	0.02722	0.39327	4.45011	2.74		-0.260924860184633	
Black	Dot	1591	0.02701	0.394	4.11549	2.75		-0.250111052851936	
Black	Dot	1592	0.02675	0.39509	3.78177	2.96		-0.0392972455192383	
Black	Dot	1593	0.02655	0.3965	3.44442	3.31		0.311516561813459	
Black	Dot	1594	0.02633	0.39821	3.10891	3.47		0.472330369146157	
Black	Dot	1595	0.02606	0.40016	2.7718	3.42		0.423144176478854	
Black	Dot	1596	0.02588	0.4023	2.43619	3.38		0.383957983811552	
Black	Dot	1597	0.02571	0.40458	2.0978	3.3		0.304771791144249	
Black	Dot	1598	0.02544	0.40695	1.76052	2.99		-0.00441440152305267	
Black	Dot	1599	0.02536	0.40933	1.42509	3.03		0.0363994058096445	
Black	Dot	1600	0.02518	0.41168	1.08627	2.95		-0.0427867868576576	
Black	Dot	1601	0.02508	0.41393	0.74946	2.87		-0.12197297952496	
Black	Dot	1602	0.025	0.41603	0.41361	2.83		-0.161159172192263	
Black	Dot	1603	0.02493	0.41792	0.07788	2.93		-0.0603453648595649	
Black	Dot	1604	0.02496	0.41957	6.02434	3.03		0.0404684424731323	
Black	Dot	1605	0.0249	0.42091	5.69127	3.09		0.10128224980583	
Black	Dot	1606	0.02496	0.42193	5.3568	3.19		0.202096057138528	
Black	Dot	1607	0.02502	0.4226	5.0238	3.32		0.332909864471225	
Black	Dot	1608	0.02504	0.4229	4.68992	3.45		0.463723671803923	
Black	Dot	1609	0.02516	0.42282	4.35715	3.48		0.49453747913662	
Black	Dot	1610	0.02524	0.42238	4.02614	3.5		0.515351286469318	
Black	Dot	1611	0.02538	0.42158	3.69073	3.39		0.406165093802016	
Black	Dot	1612	0.02552	0.42045	3.3595	3.28		0.296978901134713	
Black	Dot	1613	0.02566	0.41903	3.02692	3.29		0.307792708467411	
Black	Dot	1614	0.0259	0.41734	2.69338	3.08		0.0986065158001083	
Black	Dot	1615	0.02605	0.41544	2.36055	2.99		0.00942032313280601	
Black	Dot	1616	0.02625	0.41337	2.02732	2.87		-0.109765869534497	
Black	Dot	1617	0.02656	0.41118	1.69559	2.9		-0.0789520622017991	
Black	Dot	1618	0.02672	0.40892	1.36039	3		0.0218617451308985	
Black	Dot	1619	0.02702	0.40665	1.02836	3.04		0.0626755524635961	
Black	Dot	1620	0.02726	0.40442	0.69519	3		0.0234893597962936	
Black	Dot	1621	0.02754	0.40228	0.36183	3.05		0.074303167128991	
Black	Dot	1622	0.02783	0.40028	0.02841	2.98		0.00511697446168877	
Black	Dot	1623	0.02802	0.39848	5.98054	2.98		0.00593078179438634	
Black	Dot	1624	0.02837	0.39692	5.6476	2.97		-0.00325541087291588	
Black	Dot	1625	0.02856	0.39563	5.31631	3		0.0275583964597815	
Black	Dot	1626	0.02878	0.39464	4.9854	3.09		0.118372203792479	
Black	Dot	1627	0.02902	0.39397	4.65555	2.98		0.00918601112517662	
